id,title,abstract,categories,authors,combined_text
0704.1769,Subdiffusion and weak ergodicity breaking in the presence of a reactive boundary,"We derive the boundary condition for a subdiffusive particle interacting with a reactive boundary with finite reaction rate. Molecular crowding conditions, that are found to cause subdiffusion of larger molecules in biological cells, are shown to effect long-tailed distributions with identical exponent for both the unbinding times from the boundary to the bulk and the rebinding times from the bulk. This causes a weak ergodicity breaking: typically, an individual particle either stays bound or remains in the bulk for very long times. We discuss why this may be beneficial for in vivo gene regulation by DNA-binding proteins, whose typical concentrations are nanomolar",cond-mat.stat-mech cond-mat.soft,"Michael A. Lomholt, Irwin M. Zaid, Ralf Metzler","Title: Subdiffusion and weak ergodicity breaking in the presence of a reactive boundary. Authors: Michael A. Lomholt, Irwin M. Zaid, Ralf Metzler. Categories: cond-mat.stat-mech cond-mat.soft. Abstract: We derive the boundary condition for a subdiffusive particle interacting with a reactive boundary with finite reaction rate. Molecular crowding conditions, that are found to cause subdiffusion of larger molecules in biological cells, are shown to effect long-tailed distributions with identical exponent for both the unbinding times from the boundary to the bulk and the rebinding times from the bulk. This causes a weak ergodicity breaking: typically, an individual particle either stays bound or remains in the bulk for very long times. We discuss why this may be beneficial for in vivo gene regulation by DNA-binding proteins, whose typical concentrations are nanomolar"
0704.1770,"Satellites of Simulated Galaxies: survival, merging, and their relation to the dark and stellar halos","We study the population of satellite galaxies formed in a suite of N-body/gasdynamical simulations of galaxy formation in a LCDM universe. We find little spatial or kinematic bias between the dark matter and the satellite population. The velocity dispersion of the satellites is a good indicator of the virial velocity of the halo: \sigma_{sat}/V_{vir}=0.9 +/- 0.2. Applied to the Milky Way and M31 this gives V_{vir}^{MW}=109 +/- 22$ km/s and V_{vir}^{M31} = 138 +/- 35 km/s, respectively, substantially lower than the rotation speed of their disk components. The detailed kinematics of simulated satellites and dark matter are also in good agreement. By contrast, the stellar halo of the simulated galaxies is kinematically and spatially distinct from the population of surviving satellites. This is because the survival of a satellite depends on mass and on time of accretion; surviving satellites are biased toward low-mass systems that have been recently accreted by the galaxy. Our results support recent proposals for the origin of the systematic differences between stars in the Galactic halo and in Galactic satellites: the elusive ``building blocks'' of the Milky Way stellar halo were on average more massive, and were accreted (and disrupted) earlier than the population of dwarfs that has survived self-bound until the present.",astro-ph,"L. V. Sales, J. F. Navarro, M. G. Abadi and M. Steinmetz","Title: Satellites of Simulated Galaxies: survival, merging, and their relation to the dark and stellar halos. Authors: L. V. Sales, J. F. Navarro, M. G. Abadi and M. Steinmetz. Categories: astro-ph. Abstract: We study the population of satellite galaxies formed in a suite of N-body/gasdynamical simulations of galaxy formation in a LCDM universe. We find little spatial or kinematic bias between the dark matter and the satellite population. The velocity dispersion of the satellites is a good indicator of the virial velocity of the halo: \sigma_{sat}/V_{vir}=0.9 +/- 0.2. Applied to the Milky Way and M31 this gives V_{vir}^{MW}=109 +/- 22$ km/s and V_{vir}^{M31} = 138 +/- 35 km/s, respectively, substantially lower than the rotation speed of their disk components. The detailed kinematics of simulated satellites and dark matter are also in good agreement. By contrast, the stellar halo of the simulated galaxies is kinematically and spatially distinct from the population of surviving satellites. This is because the survival of a satellite depends on mass and on time of accretion; surviving satellites are biased toward low-mass systems that have been recently accreted by the galaxy. Our results support recent proposals for the origin of the systematic differences between stars in the Galactic halo and in Galactic satellites: the elusive ``building blocks'' of the Milky Way stellar halo were on average more massive, and were accreted (and disrupted) earlier than the population of dwarfs that has survived self-bound until the present."
0704.1771,Fractional Generalization of Kac Integral,Generalization of the Kac integral and Kac method for paths measure based on the Levy distribution has been used to derive fractional diffusion equation. Application to nonlinear fractional Ginzburg-Landau equation is discussed.,math-ph cond-mat.other math.MP nlin.CD physics.class-ph,"Vasily E. Tarasov, George M. Zaslavsky","Title: Fractional Generalization of Kac Integral. Authors: Vasily E. Tarasov, George M. Zaslavsky. Categories: math-ph cond-mat.other math.MP nlin.CD physics.class-ph. Abstract: Generalization of the Kac integral and Kac method for paths measure based on the Levy distribution has been used to derive fractional diffusion equation. Application to nonlinear fractional Ginzburg-Landau equation is discussed."
0704.1772,Analysis of the Velocity Field of F and G Dwarfs in the Solar Neighborhood as a Function of Age,"The space velocities from the catalog of Nordstrom et al. (2004) are used to trace variations of a number of kinematic parameters of single F and G dwarfs as a function of their age. The vertex deviation of disk stars increases from 7+- 1 to 15+-2 degrees as the mean age decreases from 4.3 to 1.5 Gyr. The two-dimensional velocity distributions in the UV, UW, and VW planes are analyzed. The evolution of the main peaks in the velocity distributions can be followed to an average age of approximately 9 Gyr. We find that: (1) in the distributions of the UV velocity components, stars of different types are concentrated toward several stable peaks (the Hyades, Pleiades, and Sirius Cluster), suggesting that the stars belonging to these formations did not form simultaneously; (2) the peak associated with the Hyades Cluster dominates in all age intervals; and (3) the Hyades peak is strongest for stars with an average age of 1.5 Gyr, suggesting that this peak contains a considerable fraction of stars from the Hyades cluster. The age dependences of the kinematic parameters exhibit a break near 4.5 Gyr, which can be explained as an effect of the different contributions of stars of the thin and thick disks. The Stromberg relation yields a solar LSR velocity of V_{\odot LSR} = (8.7, 6.2, 7.2)+- (0.5, 2.2, 0.8) km/s.",astro-ph,"Vadim V. Bobylev, and Anisa T. Bajkova","Title: Analysis of the Velocity Field of F and G Dwarfs in the Solar Neighborhood as a Function of Age. Authors: Vadim V. Bobylev, and Anisa T. Bajkova. Categories: astro-ph. Abstract: The space velocities from the catalog of Nordstrom et al. (2004) are used to trace variations of a number of kinematic parameters of single F and G dwarfs as a function of their age. The vertex deviation of disk stars increases from 7+- 1 to 15+-2 degrees as the mean age decreases from 4.3 to 1.5 Gyr. The two-dimensional velocity distributions in the UV, UW, and VW planes are analyzed. The evolution of the main peaks in the velocity distributions can be followed to an average age of approximately 9 Gyr. We find that: (1) in the distributions of the UV velocity components, stars of different types are concentrated toward several stable peaks (the Hyades, Pleiades, and Sirius Cluster), suggesting that the stars belonging to these formations did not form simultaneously; (2) the peak associated with the Hyades Cluster dominates in all age intervals; and (3) the Hyades peak is strongest for stars with an average age of 1.5 Gyr, suggesting that this peak contains a considerable fraction of stars from the Hyades cluster. The age dependences of the kinematic parameters exhibit a break near 4.5 Gyr, which can be explained as an effect of the different contributions of stars of the thin and thick disks. The Stromberg relation yields a solar LSR velocity of V_{\odot LSR} = (8.7, 6.2, 7.2)+- (0.5, 2.2, 0.8) km/s."
0704.1773,Cosmic M\'enage \`a Trois: The Origin of Satellite Galaxies On Extreme Orbits,"We examine the orbits of satellite galaxies identified in a suite of N-body/gasdynamical simulations of the formation of $L_*$ galaxies in a LCDM universe. Most satellites follow conventional orbits; after turning around, they accrete into their host halo and settle on orbits whose apocentric radii are steadily eroded by dynamical friction. However, a number of outliers are also present, we find that ~1/3 of satellites identified at $z=0$ are on unorthodox orbits, with apocenters that exceed their turnaround radii. This population of satellites on extreme orbits consists typically of the faint member of a satellite pair that has been ejected onto a highly-energetic orbit during its first approach to the primary. Since the concurrent accretion of multiple satellite systems is a defining feature of hierarchical models of galaxy formation, we speculate that this three-body ejection mechanism may be the origin of (i) some of the newly discovered high-speed satellites around M31 (such as Andromeda XIV); (ii) some of the distant fast-receding Local Group members, such as Leo I; and (iii) the oddly isolated dwarf spheroidals Cetus and Tucana in the outskirts of the Local Group. Our results suggest that care must be exercised when using the orbits of the most weakly bound satellites to place constraints on the total mass of the Local Group.",astro-ph,"L. V. Sales, J. F. Navarro, M. G. Abadi and M. Steinmetz","Title: Cosmic M\'enage \`a Trois: The Origin of Satellite Galaxies On Extreme Orbits. Authors: L. V. Sales, J. F. Navarro, M. G. Abadi and M. Steinmetz. Categories: astro-ph. Abstract: We examine the orbits of satellite galaxies identified in a suite of N-body/gasdynamical simulations of the formation of $L_*$ galaxies in a LCDM universe. Most satellites follow conventional orbits; after turning around, they accrete into their host halo and settle on orbits whose apocentric radii are steadily eroded by dynamical friction. However, a number of outliers are also present, we find that ~1/3 of satellites identified at $z=0$ are on unorthodox orbits, with apocenters that exceed their turnaround radii. This population of satellites on extreme orbits consists typically of the faint member of a satellite pair that has been ejected onto a highly-energetic orbit during its first approach to the primary. Since the concurrent accretion of multiple satellite systems is a defining feature of hierarchical models of galaxy formation, we speculate that this three-body ejection mechanism may be the origin of (i) some of the newly discovered high-speed satellites around M31 (such as Andromeda XIV); (ii) some of the distant fast-receding Local Group members, such as Leo I; and (iii) the oddly isolated dwarf spheroidals Cetus and Tucana in the outskirts of the Local Group. Our results suggest that care must be exercised when using the orbits of the most weakly bound satellites to place constraints on the total mass of the Local Group."
0704.1774,Auxiliary Field Diffusion Monte Carlo calculation of nuclei with A<40 with tensor interactions,"We calculate the ground-state energy of 4He, 8He, 16O, and 40Ca using the auxiliary field diffusion Monte Carlo method in the fixed phase approximation and the Argonne v6' interaction which includes a tensor force. Comparison of our light nuclei results to those of Green's function Monte Carlo calculations shows the accuracy of our method for both open and closed shell nuclei. We also apply it to 16O and 40Ca to show that quantum Monte Carlo methods are now applicable to larger nuclei.",nucl-th,"S. Gandolfi, F. Pederiva, S. Fantoni, K.E. Schmidt","Title: Auxiliary Field Diffusion Monte Carlo calculation of nuclei with A<40 with tensor interactions. Authors: S. Gandolfi, F. Pederiva, S. Fantoni, K.E. Schmidt. Categories: nucl-th. Abstract: We calculate the ground-state energy of 4He, 8He, 16O, and 40Ca using the auxiliary field diffusion Monte Carlo method in the fixed phase approximation and the Argonne v6' interaction which includes a tensor force. Comparison of our light nuclei results to those of Green's function Monte Carlo calculations shows the accuracy of our method for both open and closed shell nuclei. We also apply it to 16O and 40Ca to show that quantum Monte Carlo methods are now applicable to larger nuclei."
0704.1775,Origin of Discrepancies in Inelastic Electron Tunneling Spectra of Molecular Junctions,"We report inelastic electron tunneling spectroscopy (IETS) of multilayer molecular junctions with and without incorporated metal nano-particles. The incorporation of metal nanoparticles into our devices leads to enhanced IET intensity and a modified line-shape for some vibrational modes. The enhancement and line-shape modification are both the result of a low lying hybrid metal nanoparticle-molecule electronic level. These observations explain the apparent discrepancy between earlier IETS measurements of alkane thiolate junctions by Kushmerick \emph{et al.} [Nano Lett. \textbf{4}, 639 (2004)] and Wang \emph{et al.} [Nano Lett. \textbf{4}, 643 (2004)].",cond-mat.mes-hall cond-mat.other,"Lam H. Yu, Christopher D. Zangmeister, James G. Kushmerick","Title: Origin of Discrepancies in Inelastic Electron Tunneling Spectra of Molecular Junctions. Authors: Lam H. Yu, Christopher D. Zangmeister, James G. Kushmerick. Categories: cond-mat.mes-hall cond-mat.other. Abstract: We report inelastic electron tunneling spectroscopy (IETS) of multilayer molecular junctions with and without incorporated metal nano-particles. The incorporation of metal nanoparticles into our devices leads to enhanced IET intensity and a modified line-shape for some vibrational modes. The enhancement and line-shape modification are both the result of a low lying hybrid metal nanoparticle-molecule electronic level. These observations explain the apparent discrepancy between earlier IETS measurements of alkane thiolate junctions by Kushmerick \emph{et al.} [Nano Lett. \textbf{4}, 639 (2004)] and Wang \emph{et al.} [Nano Lett. \textbf{4}, 643 (2004)]."
0704.1776,Photoproduction of pi0-mesons off protons from the Delta(1232) region to E(gamma) = 3 GeV,"Photoproduction of pi0 mesons was studied with the Crystal-Barrel detector at ELSA for incident energies from 300 MeV to 3 GeV. Differential cross sections d sigma /d Omega, d sigma/d t, and the total cross section are presented. For E(gamma) < 3 GeV, the angular distributions agree well with the SAID parametrization. At photon energies above 1.5 GeV, a strong forward peaking indicates t-channel exchange to be the dominant process. The rapid variations of the cross section with energy and angle indicate production of resonances. An interpretation of the data within the Bonn-Gatchina partial wave analysis is briefly discussed.",nucl-ex,"H. van Pee, O. Bartholomy, V. Crede (for the CB-ELSA Collaboration)","Title: Photoproduction of pi0-mesons off protons from the Delta(1232) region to E(gamma) = 3 GeV. Authors: H. van Pee, O. Bartholomy, V. Crede (for the CB-ELSA Collaboration). Categories: nucl-ex. Abstract: Photoproduction of pi0 mesons was studied with the Crystal-Barrel detector at ELSA for incident energies from 300 MeV to 3 GeV. Differential cross sections d sigma /d Omega, d sigma/d t, and the total cross section are presented. For E(gamma) < 3 GeV, the angular distributions agree well with the SAID parametrization. At photon energies above 1.5 GeV, a strong forward peaking indicates t-channel exchange to be the dominant process. The rapid variations of the cross section with energy and angle indicate production of resonances. An interpretation of the data within the Bonn-Gatchina partial wave analysis is briefly discussed."
0704.1777,Magnetic and axial-vector transitions of the baryon antidecuplet,"We report the recent results of the magnetic transitions and axial-vector transitions of the baryon antidecuplet within the framework of the chiral quark-soliton model. The dynamical model parameters are fixed by experimental data for the magnetic moments of the baryon octet, for the hyperon semileptonic decay constants, and for the singlet axial-vector constant. The transition magnetic moments $\mu_{\Lambda\Sigma}$ and $\mu_{N\Delta}$ are well reproduced and other octet-decuplet and octet-antidecuplet transitions are predicted. In particular, the present calculation of $\mu_{\Sigma\Sigma^*}$ is found to be below the upper bound $0.82\mu_N$ that the SELEX collaboration measured very recently. The results explains consistently the recent findings of a new $N^*$ resonance from the GRAAL and Tohoku LNS group. We also obtain the transition axial-vector constants for the $\Theta^+\to KN$ from which the decay width of the $\Theta^{+}$ pentaquark baryon is determined as a function of the pion-nucleon sigma term $\Sigma_{\pi N}$. We investigate the dependence of the decay width of the $\Theta^{+}$ on the $g_{A}^{(0)}$, with the $g_{A}^{(0)}$ varied within the range of the experimental uncertainty. We show that a small decay width of the $\Theta^{+}\to KN$, i.e. $\Gamma_{\Theta KN} \leq 1$ MeV, is compatible with the values of all known semileptonic decays with the generally accepted value of $g_{A}^{(0)} \approx 0.3$ for the proton.",hep-ph,"H.-Ch. Kim, Gh.-S. Yang, and K. Goeke","Title: Magnetic and axial-vector transitions of the baryon antidecuplet. Authors: H.-Ch. Kim, Gh.-S. Yang, and K. Goeke. Categories: hep-ph. Abstract: We report the recent results of the magnetic transitions and axial-vector transitions of the baryon antidecuplet within the framework of the chiral quark-soliton model. The dynamical model parameters are fixed by experimental data for the magnetic moments of the baryon octet, for the hyperon semileptonic decay constants, and for the singlet axial-vector constant. The transition magnetic moments $\mu_{\Lambda\Sigma}$ and $\mu_{N\Delta}$ are well reproduced and other octet-decuplet and octet-antidecuplet transitions are predicted. In particular, the present calculation of $\mu_{\Sigma\Sigma^*}$ is found to be below the upper bound $0.82\mu_N$ that the SELEX collaboration measured very recently. The results explains consistently the recent findings of a new $N^*$ resonance from the GRAAL and Tohoku LNS group. We also obtain the transition axial-vector constants for the $\Theta^+\to KN$ from which the decay width of the $\Theta^{+}$ pentaquark baryon is determined as a function of the pion-nucleon sigma term $\Sigma_{\pi N}$. We investigate the dependence of the decay width of the $\Theta^{+}$ on the $g_{A}^{(0)}$, with the $g_{A}^{(0)}$ varied within the range of the experimental uncertainty. We show that a small decay width of the $\Theta^{+}\to KN$, i.e. $\Gamma_{\Theta KN} \leq 1$ MeV, is compatible with the values of all known semileptonic decays with the generally accepted value of $g_{A}^{(0)} \approx 0.3$ for the proton."
0704.1778,"Quenched limits for transient, zero speed one-dimensional random walk in random environment","We consider a nearest-neighbor, one dimensional random walk $\{X_n\}_{n\geq0}$ in a random i.i.d. environment, in the regime where the walk is transient but with zero speed, so that $X_n$ is of order $n^s$ for some $s<1$. Under the quenched law (i.e., conditioned on the environment), we show that no limit laws are possible: There exist sequences $\{n_k\}$ and $\{x_k\}$ depending on the environment only, such that $X_{n_k}-x_k=o(\log n_k)^2$ (a localized regime). On the other hand, there exist sequences $\{t_m\}$ and $\{s_m\}$ depending on the environment only, such that $\log s_m/\log t_m\to s<1$ and $P_{\omega}(X_{t_m}/s_m\leq x)\to1/2$ for all $x>0$ and $\to0$ for $x\leq0$ (a spread out regime).",math.PR,"Jonathon Peterson, Ofer Zeitouni","Title: Quenched limits for transient, zero speed one-dimensional random walk in random environment. Authors: Jonathon Peterson, Ofer Zeitouni. Categories: math.PR. Abstract: We consider a nearest-neighbor, one dimensional random walk $\{X_n\}_{n\geq0}$ in a random i.i.d. environment, in the regime where the walk is transient but with zero speed, so that $X_n$ is of order $n^s$ for some $s<1$. Under the quenched law (i.e., conditioned on the environment), we show that no limit laws are possible: There exist sequences $\{n_k\}$ and $\{x_k\}$ depending on the environment only, such that $X_{n_k}-x_k=o(\log n_k)^2$ (a localized regime). On the other hand, there exist sequences $\{t_m\}$ and $\{s_m\}$ depending on the environment only, such that $\log s_m/\log t_m\to s<1$ and $P_{\omega}(X_{t_m}/s_m\leq x)\to1/2$ for all $x>0$ and $\to0$ for $x\leq0$ (a spread out regime)."
0704.1779,Reciprocal transformations and flat metrics on Hurwitz spaces,"We consider hydrodynamic systems which possess a local Hamiltonian structure of Dubrovin-Novikov type. To such a system there are also associated an infinite number of nonlocal Hamiltonian structures. We give necessary and sufficient conditions so that, after a nonlinear transformation of the independent variables, the reciprocal system still possesses a local Hamiltonian structure of Dubrovin-Novikov type. We show that, under our hypotheses, bi-hamiltonicity is preserved by the reciprocal transformation. Finally we apply such results to reciprocal systems of genus g Whitham-KdV modulation equations.",nlin.SI math-ph math.MP,"S. Abenda, T. Grava","Title: Reciprocal transformations and flat metrics on Hurwitz spaces. Authors: S. Abenda, T. Grava. Categories: nlin.SI math-ph math.MP. Abstract: We consider hydrodynamic systems which possess a local Hamiltonian structure of Dubrovin-Novikov type. To such a system there are also associated an infinite number of nonlocal Hamiltonian structures. We give necessary and sufficient conditions so that, after a nonlinear transformation of the independent variables, the reciprocal system still possesses a local Hamiltonian structure of Dubrovin-Novikov type. We show that, under our hypotheses, bi-hamiltonicity is preserved by the reciprocal transformation. Finally we apply such results to reciprocal systems of genus g Whitham-KdV modulation equations."
0704.1780,HS1857+5144: A hot and young pre-cataclysmic variable,"We report the discovery of a new white dwarf/M dwarf binary, HS1857+5144, identified in the Hamburg Quasar Survey (HQS). Time-resolved optical spectroscopy and photometry were carried out to determine the properties of this new cataclysmic variable progenitor pre-CV). The light curves of HS1857+5144 display a sinusoidal variation with a period of Porb=383.52 min and peak-to-peak amplitudes of 0.7 mag and 1.1 mag in the B-band and R-band, respectively. The large amplitude of the brightness variation results from a reflection effect on the heated inner hemisphere of the companion star, suggesting a very high temperature of the white dwarf. Our radial velocity study confirms the photometric period as the orbital period of the system. A model atmosphere fit to the spectrum of the white dwarf obtained at minimum light provides limits to its mass and temperature of Mwd=~0.6-1.0 Msun and Twd=~70000-100000 K, respectively. The detection of HeII 4686 absorption classifies the primary star of HS1857+5144 as a DAO white dwarf. Combining the results from our spectroscopy and photometry, we estimate the mass of the companion star and the binary inclination to be Msec=~0.15-0.30 Msun and i=~45-55 deg, respectively. We classify HS1857+5144 as one of the youngest pre-CV known to date. The cooling age of the white dwarf suggests that the present system has just emerged from a common envelope phase ~10^5 yr ago. HS1857+5144 will start mass transfer within or below the 2-3h period gap.",astro-ph,"A. Aungwerojwit, B. T. Gaensicke, P. Rodriguez-Gil, H.-J. Hagen, O. Giannakis, C. Papadimitriou, C. Allende Prieto and D. Engels","Title: HS1857+5144: A hot and young pre-cataclysmic variable. Authors: A. Aungwerojwit, B. T. Gaensicke, P. Rodriguez-Gil, H.-J. Hagen, O. Giannakis, C. Papadimitriou, C. Allende Prieto and D. Engels. Categories: astro-ph. Abstract: We report the discovery of a new white dwarf/M dwarf binary, HS1857+5144, identified in the Hamburg Quasar Survey (HQS). Time-resolved optical spectroscopy and photometry were carried out to determine the properties of this new cataclysmic variable progenitor pre-CV). The light curves of HS1857+5144 display a sinusoidal variation with a period of Porb=383.52 min and peak-to-peak amplitudes of 0.7 mag and 1.1 mag in the B-band and R-band, respectively. The large amplitude of the brightness variation results from a reflection effect on the heated inner hemisphere of the companion star, suggesting a very high temperature of the white dwarf. Our radial velocity study confirms the photometric period as the orbital period of the system. A model atmosphere fit to the spectrum of the white dwarf obtained at minimum light provides limits to its mass and temperature of Mwd=~0.6-1.0 Msun and Twd=~70000-100000 K, respectively. The detection of HeII 4686 absorption classifies the primary star of HS1857+5144 as a DAO white dwarf. Combining the results from our spectroscopy and photometry, we estimate the mass of the companion star and the binary inclination to be Msec=~0.15-0.30 Msun and i=~45-55 deg, respectively. We classify HS1857+5144 as one of the youngest pre-CV known to date. The cooling age of the white dwarf suggests that the present system has just emerged from a common envelope phase ~10^5 yr ago. HS1857+5144 will start mass transfer within or below the 2-3h period gap."
0704.1781,$^{10}$Li spectrum from $^{11}$Li fragmentation,"A recently developed time dependent model for the excitation of a nucleon from a bound state to a continuum resonant state in the system n+core is applied to the study of the population of the low energy continuum of the unbound $^{10}$Li system obtained from $^{11}$Li fragmentation. Comparison of the model results to new data from the GSI laboratory suggests that the reaction mechanism is dominated by final state effects rather than by the sudden process, but for the population of the l=0 virtual state, in which case the two mechanisms give almost identical results. There is also, for the first time, a clear evidence for the population of a d$_{5/2}$ resonance in $^{10}$Li.",nucl-th nucl-ex,"G. Blanchon (INFN and Physics Department, Pisa), A. Bonaccorso (INFN and Physics Department, Pisa), D.M. Brink (Oxford University), N. Vinh Mau (IPN, Orsay)","Title: $^{10}$Li spectrum from $^{11}$Li fragmentation. Authors: G. Blanchon (INFN and Physics Department, Pisa), A. Bonaccorso (INFN and Physics Department, Pisa), D.M. Brink (Oxford University), N. Vinh Mau (IPN, Orsay). Categories: nucl-th nucl-ex. Abstract: A recently developed time dependent model for the excitation of a nucleon from a bound state to a continuum resonant state in the system n+core is applied to the study of the population of the low energy continuum of the unbound $^{10}$Li system obtained from $^{11}$Li fragmentation. Comparison of the model results to new data from the GSI laboratory suggests that the reaction mechanism is dominated by final state effects rather than by the sudden process, but for the population of the l=0 virtual state, in which case the two mechanisms give almost identical results. There is also, for the first time, a clear evidence for the population of a d$_{5/2}$ resonance in $^{10}$Li."
0704.1782,Asymptotics of the Euler number of bipartite graphs,"We define the Euler number of a bipartite graph on $n$ vertices to be the number of labelings of the vertices with $1,2,...,n$ such that the vertices alternate in being local maxima and local minima. We reformulate the problem of computing the Euler number of certain subgraphs of the Cartesian product of a graph $G$ with the path $P_m$ in terms of self adjoint operators. The asymptotic expansion of the Euler number is given in terms of the eigenvalues of the associated operator. For two classes of graphs, the comb graphs and the Cartesian product $P_2 \Box P_m$, we numerically solve the eigenvalue problem.",math.CO math.NA,Richard Ehrenborg and Yossi Farjoun,"Title: Asymptotics of the Euler number of bipartite graphs. Authors: Richard Ehrenborg and Yossi Farjoun. Categories: math.CO math.NA. Abstract: We define the Euler number of a bipartite graph on $n$ vertices to be the number of labelings of the vertices with $1,2,...,n$ such that the vertices alternate in being local maxima and local minima. We reformulate the problem of computing the Euler number of certain subgraphs of the Cartesian product of a graph $G$ with the path $P_m$ in terms of self adjoint operators. The asymptotic expansion of the Euler number is given in terms of the eigenvalues of the associated operator. For two classes of graphs, the comb graphs and the Cartesian product $P_2 \Box P_m$, we numerically solve the eigenvalue problem."
0704.1783,Unicast and Multicast Qos Routing with Soft Constraint Logic Programming,"We present a formal model to represent and solve the unicast/multicast routing problem in networks with Quality of Service (QoS) requirements. To attain this, first we translate the network adapting it to a weighted graph (unicast) or and-or graph (multicast), where the weight on a connector corresponds to the multidimensional cost of sending a packet on the related network link: each component of the weights vector represents a different QoS metric value (e.g. bandwidth, cost, delay, packet loss). The second step consists in writing this graph as a program in Soft Constraint Logic Programming (SCLP): the engine of this framework is then able to find the best paths/trees by optimizing their costs and solving the constraints imposed on them (e.g. delay < 40msec), thus finding a solution to QoS routing problems. Moreover, c-semiring structures are a convenient tool to model QoS metrics. At last, we provide an implementation of the framework over scale-free networks and we suggest how the performance can be improved.",cs.LO cs.AI cs.NI,"Stefano Bistarelli, Ugo Montanari, Francesca Rossi, Francesco Santini","Title: Unicast and Multicast Qos Routing with Soft Constraint Logic Programming. Authors: Stefano Bistarelli, Ugo Montanari, Francesca Rossi, Francesco Santini. Categories: cs.LO cs.AI cs.NI. Abstract: We present a formal model to represent and solve the unicast/multicast routing problem in networks with Quality of Service (QoS) requirements. To attain this, first we translate the network adapting it to a weighted graph (unicast) or and-or graph (multicast), where the weight on a connector corresponds to the multidimensional cost of sending a packet on the related network link: each component of the weights vector represents a different QoS metric value (e.g. bandwidth, cost, delay, packet loss). The second step consists in writing this graph as a program in Soft Constraint Logic Programming (SCLP): the engine of this framework is then able to find the best paths/trees by optimizing their costs and solving the constraints imposed on them (e.g. delay < 40msec), thus finding a solution to QoS routing problems. Moreover, c-semiring structures are a convenient tool to model QoS metrics. At last, we provide an implementation of the framework over scale-free networks and we suggest how the performance can be improved."
0704.1784,Zero point energy on extra dimension: Noncommutative Torus,"In this paper we calculate the zero point energy density experienced by observers on M^4 due to a massless scalar field defined throughout M^4 x T^2_F, where T^2_F are fuzzy extra dimensions. Using the Green's function approach we calculate the energy density for the commutative torus and the fuzzy torus. We calculate then the energy density for the fuzzy torus using the Hamiltonian approach. Agreement is shown between Green's function and Hamiltonian approaches.",hep-th,"S.Fabi, B.Harms, G.Karatheodoris","Title: Zero point energy on extra dimension: Noncommutative Torus. Authors: S.Fabi, B.Harms, G.Karatheodoris. Categories: hep-th. Abstract: In this paper we calculate the zero point energy density experienced by observers on M^4 due to a massless scalar field defined throughout M^4 x T^2_F, where T^2_F are fuzzy extra dimensions. Using the Green's function approach we calculate the energy density for the commutative torus and the fuzzy torus. We calculate then the energy density for the fuzzy torus using the Hamiltonian approach. Agreement is shown between Green's function and Hamiltonian approaches."
0704.1785,Three-body collisions in Boltzmann-Uehling-Uhlenbeck theory,"Aiming at a microscopic description of heavy ion collisions in the beam energy region of about 10 A GeV, we extend the Giessen Boltzmann-Uehling-Uhlenbeck (GiBUU) transport model by including a relativistic mean field, in-medium baryon-baryon cross sections and three-body collisions. The model is then compared with experimental data for central Au+Au collisions at 2-10 A GeV and central Pb+Pb collisions at 30 and 40 A GeV on the proton rapidity spectra, the midrapidity yields of $\pi^+$, $K^\pm$ and $(\Lambda+\Sigma^0)$, and the transverse mass spectra of $\pi^\pm$ and $K^\pm$. The three-body collisions increase the inverse slope parameters of the hadron $m_\perp$-spectra to a good agreement with the data.",nucl-th,"A.B. Larionov, O. Buss, K. Gallmeister and U. Mosel","Title: Three-body collisions in Boltzmann-Uehling-Uhlenbeck theory. Authors: A.B. Larionov, O. Buss, K. Gallmeister and U. Mosel. Categories: nucl-th. Abstract: Aiming at a microscopic description of heavy ion collisions in the beam energy region of about 10 A GeV, we extend the Giessen Boltzmann-Uehling-Uhlenbeck (GiBUU) transport model by including a relativistic mean field, in-medium baryon-baryon cross sections and three-body collisions. The model is then compared with experimental data for central Au+Au collisions at 2-10 A GeV and central Pb+Pb collisions at 30 and 40 A GeV on the proton rapidity spectra, the midrapidity yields of $\pi^+$, $K^\pm$ and $(\Lambda+\Sigma^0)$, and the transverse mass spectra of $\pi^\pm$ and $K^\pm$. The three-body collisions increase the inverse slope parameters of the hadron $m_\perp$-spectra to a good agreement with the data."
